species,speciesName,lv,hp,attack,criticalAttack,defense,critical,avoid,lucky,speed
1,コクワガタ,41,42,42,42,42,42,42,42,42
1,コクワガタ,42,43,43,43,43,43,43,43,43
1,コクワガタ,43,44,44,44,44,44,44,44,44
1,コクワガタ,44,45,45,45,45,45,45,45,45
1,コクワガタ,45,46,46,46,46,46,46,46,46
1,コクワガタ,46,47,47,47,47,47,47,47,47
1,コクワガタ,47,48,48,48,48,48,48,48,48
1,コクワガタ,48,49,49,49,49,49,49,49,49
1,コクワガタ,49,50,50,50,50,50,50,50,50
1,コクワガタ,50,51,51,51,51,51,51,51,51
1,コクワガタ,51,52,52,52,52,52,52,52,52
1,コクワガタ,52,53,53,53,53,53,53,53,53
1,コクワガタ,53,54,54,54,54,54,54,54,54
1,コクワガタ,54,55,55,55,55,55,55,55,55
1,コクワガタ,55,56,56,56,56,56,56,56,56
1,コクワガタ,56,57,57,57,57,57,57,57,57
1,コクワガタ,57,58,58,58,58,58,58,58,58
1,コクワガタ,58,59,59,59,59,59,59,59,59
1,コクワガタ,59,60,60,60,60,60,60,60,60
1,コクワガタ,60,61,61,61,61,61,61,61,61
1,コクワガタ,61,62,62,62,62,62,62,62,62
1,コクワガタ,62,63,63,63,63,63,63,63,63
1,コクワガタ,63,64,64,64,64,64,64,64,64
1,コクワガタ,64,65,65,65,65,65,65,65,65
1,コクワガタ,65,66,66,66,66,66,66,66,66
1,コクワガタ,66,67,67,67,67,67,67,67,67
1,コクワガタ,67,68,68,68,68,68,68,68,68
1,コクワガタ,68,69,69,69,69,69,69,69,69
1,コクワガタ,69,70,70,70,70,70,70,70,70
1,コクワガタ,70,71,71,71,71,71,71,71,71
1,コクワガタ,71,72,72,72,72,72,72,72,72
1,コクワガタ,72,73,73,73,73,73,73,73,73
1,コクワガタ,73,74,74,74,74,74,74,74,74
1,コクワガタ,74,75,75,75,75,75,75,75,75
1,コクワガタ,75,76,76,76,76,76,76,76,76
1,コクワガタ,76,77,77,77,77,77,77,77,77
1,コクワガタ,77,78,78,78,78,78,78,78,78
1,コクワガタ,78,79,79,79,79,79,79,79,79
1,コクワガタ,79,80,80,80,80,80,80,80,80
1,コクワガタ,80,81,81,81,81,81,81,81,81
1,コクワガタ,81,82,82,82,82,82,82,82,82
1,コクワガタ,82,83,83,83,83,83,83,83,83
1,コクワガタ,83,84,84,84,84,84,84,84,84
1,コクワガタ,84,85,85,85,85,85,85,85,85
1,コクワガタ,85,86,86,86,86,86,86,86,86
1,コクワガタ,86,87,87,87,87,87,87,87,87
1,コクワガタ,87,88,88,88,88,88,88,88,88
1,コクワガタ,88,89,89,89,89,89,89,89,89
1,コクワガタ,89,90,90,90,90,90,90,90,90
1,コクワガタ,90,91,91,91,91,91,91,91,91
1,コクワガタ,91,92,92,92,92,92,92,92,92
1,コクワガタ,92,93,93,93,93,93,93,93,93
1,コクワガタ,93,94,94,94,94,94,94,94,94
1,コクワガタ,94,95,95,95,95,95,95,95,95
1,コクワガタ,95,96,96,96,96,96,96,96,96
1,コクワガタ,96,97,97,97,97,97,97,97,97
1,コクワガタ,97,98,98,98,98,98,98,98,98
1,コクワガタ,98,99,99,99,99,99,99,99,99
1,コクワガタ,99,100,100,100,100,100,100,100,100
2,コーカサスオオカブトムシ,1,3,3,2,3,2,1,1,1
2,コーカサスオオカブトムシ,2,4,4,3,4,3,1,1,1
2,コーカサスオオカブトムシ,3,6,6,4,6,4,2,2,2
2,コーカサスオオカブトムシ,4,7,7,5,7,5,2,2,2
2,コーカサスオオカブトムシ,5,9,9,6,9,6,3,3,3
2,コーカサスオオカブトムシ,6,10,10,7,10,7,3,3,3
2,コーカサスオオカブトムシ,7,12,12,8,12,8,4,4,4
2,コーカサスオオカブトムシ,8,13,13,9,13,9,4,4,4
2,コーカサスオオカブトムシ,9,15,15,10,15,10,5,5,5
2,コーカサスオオカブトムシ,10,16,16,11,16,11,5,5,5
2,コーカサスオオカブトムシ,11,18,18,12,18,12,6,6,6
2,コーカサスオオカブトムシ,12,19,19,13,19,13,6,6,6
2,コーカサスオオカブトムシ,13,21,21,14,21,14,7,7,7
2,コーカサスオオカブトムシ,14,22,22,15,22,15,7,7,7
2,コーカサスオオカブトムシ,15,24,24,16,24,16,8,8,8
2,コーカサスオオカブトムシ,16,25,25,17,25,17,8,8,8
2,コーカサスオオカブトムシ,17,27,27,18,27,18,9,9,9
2,コーカサスオオカブトムシ,18,28,28,19,28,19,9,9,9
2,コーカサスオオカブトムシ,19,30,30,20,30,20,10,10,10
2,コーカサスオオカブトムシ,20,31,31,21,31,21,10,10,10
2,コーカサスオオカブトムシ,21,33,33,22,33,22,11,11,11
2,コーカサスオオカブトムシ,22,34,34,23,34,23,11,11,11
2,コーカサスオオカブトムシ,23,36,36,24,36,24,12,12,12
2,コーカサスオオカブトムシ,24,37,37,25,37,25,12,12,12
2,コーカサスオオカブトムシ,25,39,39,26,39,26,13,13,13
2,コーカサスオオカブトムシ,26,40,40,27,40,27,13,13,13
2,コーカサスオオカブトムシ,27,42,42,28,42,28,14,14,14
2,コーカサスオオカブトムシ,28,43,43,29,43,29,14,14,14
2,コーカサスオオカブトムシ,29,45,45,30,45,30,15,15,15
2,コーカサスオオカブトムシ,30,46,46,31,46,31,15,15,15
2,コーカサスオオカブトムシ,31,48,48,32,48,32,16,16,16
2,コーカサスオオカブトムシ,32,49,49,33,49,33,16,16,16
2,コーカサスオオカブトムシ,33,51,51,34,51,34,17,17,17
2,コーカサスオオカブトムシ,34,52,52,35,52,35,17,17,17
2,コーカサスオオカブトムシ,35,54,54,36,54,36,18,18,18
2,コーカサスオオカブトムシ,36,55,55,37,55,37,18,18,18
2,コーカサスオオカブトムシ,37,57,57,38,57,38,19,19,19
2,コーカサスオオカブトムシ,38,58,58,39,58,39,19,19,19
2,コーカサスオオカブトムシ,39,60,60,40,60,40,20,20,20
2,コーカサスオオカブトムシ,40,61,61,41,61,41,20,20,20
2,コーカサスオオカブトムシ,41,63,63,42,63,42,21,21,21
2,コーカサスオオカブトムシ,42,64,64,43,64,43,21,21,21
2,コーカサスオオカブトムシ,43,66,66,44,66,44,22,22,22
2,コーカサスオオカブトムシ,44,67,67,45,67,45,22,22,22
2,コーカサスオオカブトムシ,45,69,69,46,69,46,23,23,23
2,コーカサスオオカブトムシ,46,70,70,47,70,47,23,23,23
2,コーカサスオオカブトムシ,47,72,72,48,72,48,24,24,24
2,コーカサスオオカブトムシ,48,73,73,49,73,49,24,24,24
2,コーカサスオオカブトムシ,49,75,75,50,75,50,25,25,25
2,コーカサスオオカブトムシ,50,76,76,51,76,51,25,25,25
2,コーカサスオオカブトムシ,51,78,78,52,78,52,26,26,26
2,コーカサスオオカブトムシ,52,79,79,53,79,53,26,26,26
2,コーカサスオオカブトムシ,53,81,81,54,81,54,27,27,27
2,コーカサスオオカブトムシ,54,82,82,55,82,55,27,27,27
2,コーカサスオオカブトムシ,55,84,84,56,84,56,28,28,28
2,コーカサスオオカブトムシ,56,85,85,57,85,57,28,28,28
2,コーカサスオオカブトムシ,57,87,87,58,87,58,29,29,29
2,コーカサスオオカブトムシ,58,88,88,59,88,59,29,29,29
2,コーカサスオオカブトムシ,59,90,90,60,90,60,30,30,30
2,コーカサスオオカブトムシ,60,91,91,61,91,61,30,30,30
2,コーカサスオオカブトムシ,61,93,93,62,93,62,31,31,31
2,コーカサスオオカブトムシ,62,94,94,63,94,63,31,31,31
2,コーカサスオオカブトムシ,63,96,96,64,96,64,32,32,32
2,コーカサスオオカブトムシ,64,97,97,65,97,65,32,32,32
2,コーカサスオオカブトムシ,65,99,99,66,99,66,33,33,33
2,コーカサスオオカブトムシ,66,100,100,67,100,67,33,33,33
2,コーカサスオオカブトムシ,67,102,102,68,102,68,34,34,34
2,コーカサスオオカブトムシ,68,103,103,69,103,69,34,34,34
2,コーカサスオオカブトムシ,69,105,105,70,105,70,35,35,35
2,コーカサスオオカブトムシ,70,106,106,71,106,71,35,35,35
2,コーカサスオオカブトムシ,71,108,108,72,108,72,36,36,36
2,コーカサスオオカブトムシ,72,109,109,73,109,73,36,36,36
2,コーカサスオオカブトムシ,73,111,111,74,111,74,37,37,37
2,コーカサスオオカブトムシ,74,112,112,75,112,75,37,37,37
2,コーカサスオオカブトムシ,75,114,114,76,114,76,38,38,38
2,コーカサスオオカブトムシ,76,115,115,77,115,77,38,38,38
2,コーカサスオオカブトムシ,77,117,117,78,117,78,39,39,39
2,コーカサスオオカブトムシ,78,118,118,79,118,79,39,39,39
2,コーカサスオオカブトムシ,79,120,120,80,120,80,40,40,40
2,コーカサスオオカブトムシ,80,121,121,81,121,81,40,40,40
2,コーカサスオオカブトムシ,81,123,123,82,123,82,41,41,41
2,コーカサスオオカブトムシ,82,124,124,83,124,83,41,41,41
2,コーカサスオオカブトムシ,83,126,126,84,126,84,42,42,42
2,コーカサスオオカブトムシ,84,127,127,85,127,85,42,42,42
2,コーカサスオオカブトムシ,85,129,129,86,129,86,43,43,43
2,コーカサスオオカブトムシ,86,130,130,87,130,87,43,43,43
2,コーカサスオオカブトムシ,87,132,132,88,132,88,44,44,44
2,コーカサスオオカブトムシ,88,133,133,89,133,89,44,44,44
2,コーカサスオオカブトムシ,89,135,135,90,135,90,45,45,45
2,コーカサスオオカブトムシ,90,136,136,91,136,91,45,45,45
2,コーカサスオオカブトムシ,91,138,138,92,138,92,46,46,46
2,コーカサスオオカブトムシ,92,139,139,93,139,93,46,46,46
2,コーカサスオオカブトムシ,93,141,141,94,141,94,47,47,47
2,コーカサスオオカブトムシ,94,142,142,95,142,95,47,47,47
2,コーカサスオオカブトムシ,95,144,144,96,144,96,48,48,48
2,コーカサスオオカブトムシ,96,145,145,97,145,97,48,48,48
2,コーカサスオオカブトムシ,97,147,147,98,147,98,49,49,49
2,コーカサスオオカブトムシ,98,148,148,99,148,99,49,49,49
2,コーカサスオオカブトムシ,99,150,150,100,150,100,50,50,50
3,オオクワガタ,1,3,1,1,4,2,1,1,1
3,オオクワガタ,2,4,1,1,6,3,2,2,2
3,オオクワガタ,3,6,2,2,8,4,3,3,3
3,オオクワガタ,4,8,2,2,10,5,4,4,4
3,オオクワガタ,5,9,3,3,12,6,4,4,4
3,オオクワガタ,6,11,3,3,14,7,5,5,5
3,オオクワガタ,7,12,4,4,16,8,6,6,6
3,オオクワガタ,8,14,4,4,18,9,7,7,7
3,オオクワガタ,9,16,5,5,20,10,8,8,8
3,オオクワガタ,10,17,5,5,22,11,8,8,8
3,オオクワガタ,11,19,6,6,24,12,9,9,9
3,オオクワガタ,12,20,6,6,26,13,10,10,10
3,オオクワガタ,13,22,7,7,28,14,11,11,11
3,オオクワガタ,14,24,7,7,30,15,12,12,12
3,オオクワガタ,15,25,8,8,32,16,12,12,12
3,オオクワガタ,16,27,8,8,34,17,13,13,13
3,オオクワガタ,17,28,9,9,36,18,14,14,14
3,オオクワガタ,18,30,9,9,38,19,15,15,15
3,オオクワガタ,19,32,10,10,40,20,16,16,16
3,オオクワガタ,20,33,10,10,42,21,16,16,16
3,オオクワガタ,21,35,11,11,44,22,17,17,17
3,オオクワガタ,22,36,11,11,46,23,18,18,18
3,オオクワガタ,23,38,12,12,48,24,19,19,19
3,オオクワガタ,24,40,12,12,50,25,20,20,20
3,オオクワガタ,25,41,13,13,52,26,20,20,20
3,オオクワガタ,26,43,13,13,54,27,21,21,21
3,オオクワガタ,27,44,14,14,56,28,22,22,22
3,オオクワガタ,28,46,14,14,58,29,23,23,23
3,オオクワガタ,29,48,15,15,60,30,24,24,24
3,オオクワガタ,30,49,15,15,62,31,24,24,24
3,オオクワガタ,31,51,16,16,64,32,25,25,25
3,オオクワガタ,32,52,16,16,66,33,26,26,26
3,オオクワガタ,33,54,17,17,68,34,27,27,27
3,オオクワガタ,34,56,17,17,70,35,28,28,28
3,オオクワガタ,35,57,18,18,72,36,28,28,28
3,オオクワガタ,36,59,18,18,74,37,29,29,29
3,オオクワガタ,37,60,19,19,76,38,30,30,30
3,オオクワガタ,38,62,19,19,78,39,31,31,31
3,オオクワガタ,39,64,20,20,80,40,32,32,32
3,オオクワガタ,40,65,20,20,82,41,32,32,32
3,オオクワガタ,41,67,21,21,84,42,33,33,33
3,オオクワガタ,42,68,21,21,86,43,34,34,34
3,オオクワガタ,43,70,22,22,88,44,35,35,35
3,オオクワガタ,44,72,22,22,90,45,36,36,36
3,オオクワガタ,45,73,23,23,92,46,36,36,36
3,オオクワガタ,46,75,23,23,94,47,37,37,37
3,オオクワガタ,47,76,24,24,96,48,38,38,38
3,オオクワガタ,48,78,24,24,98,49,39,39,39
3,オオクワガタ,49,80,25,25,100,50,40,40,40
3,オオクワガタ,50,81,25,25,102,51,40,40,40
3,オオクワガタ,51,83,26,26,104,52,41,41,41
3,オオクワガタ,52,84,26,26,106,53,42,42,42
3,オオクワガタ,53,86,27,27,108,54,43,43,43
3,オオクワガタ,54,88,27,27,110,55,44,44,44
3,オオクワガタ,55,89,28,28,112,56,44,44,44
3,オオクワガタ,56,91,28,28,114,57,45,45,45
3,オオクワガタ,57,92,29,29,116,58,46,46,46
3,オオクワガタ,58,94,29,29,118,59,47,47,47
3,オオクワガタ,59,96,30,30,120,60,48,48,48
3,オオクワガタ,60,97,30,30,122,61,48,48,48
3,オオクワガタ,61,99,31,31,124,62,49,49,49
3,オオクワガタ,62,100,31,31,126,63,50,50,50
3,オオクワガタ,63,102,32,32,128,64,51,51,51
3,オオクワガタ,64,104,32,32,130,65,52,52,52
3,オオクワガタ,65,105,33,33,132,66,52,52,52
3,オオクワガタ,66,107,33,33,134,67,53,53,53
3,オオクワガタ,67,108,34,34,136,68,54,54,54
3,オオクワガタ,68,110,34,34,138,69,55,55,55
3,オオクワガタ,69,112,35,35,140,70,56,56,56
3,オオクワガタ,70,113,35,35,142,71,56,56,56
3,オオクワガタ,71,115,36,36,144,72,57,57,57
3,オオクワガタ,72,116,36,36,146,73,58,58,58
3,オオクワガタ,73,118,37,37,148,74,59,59,59
3,オオクワガタ,74,120,37,37,150,75,60,60,60
3,オオクワガタ,75,121,38,38,152,76,60,60,60
3,オオクワガタ,76,123,38,38,154,77,61,61,61
3,オオクワガタ,77,124,39,39,156,78,62,62,62
3,オオクワガタ,78,126,39,39,158,79,63,63,63
3,オオクワガタ,79,128,40,40,160,80,64,64,64
3,オオクワガタ,80,129,40,40,162,81,64,64,64
3,オオクワガタ,81,131,41,41,164,82,65,65,65
3,オオクワガタ,82,132,41,41,166,83,66,66,66
3,オオクワガタ,83,134,42,42,168,84,67,67,67
3,オオクワガタ,84,136,42,42,170,85,68,68,68
3,オオクワガタ,85,137,43,43,172,86,68,68,68
3,オオクワガタ,86,139,43,43,174,87,69,69,69
3,オオクワガタ,87,140,44,44,176,88,70,70,70
3,オオクワガタ,88,142,44,44,178,89,71,71,71
3,オオクワガタ,89,144,45,45,180,90,72,72,72
3,オオクワガタ,90,145,45,45,182,91,72,72,72
3,オオクワガタ,91,147,46,46,184,92,73,73,73
3,オオクワガタ,92,148,46,46,186,93,74,74,74
3,オオクワガタ,93,150,47,47,188,94,75,75,75
3,オオクワガタ,94,152,47,47,190,95,76,76,76
3,オオクワガタ,95,153,48,48,192,96,76,76,76
3,オオクワガタ,96,155,48,48,194,97,77,77,77
3,オオクワガタ,97,156,49,49,196,98,78,78,78
3,オオクワガタ,98,158,49,49,198,99,79,79,79
3,オオクワガタ,99,160,50,50,200,100,80,80,80
4,サタンオオカブト,1,2,2,2,2,2,2,2,2
4,サタンオオカブト,2,3,3,3,3,3,3,3,3
4,サタンオオカブト,3,4,4,4,4,4,4,4,4
4,サタンオオカブト,4,5,5,5,5,5,5,5,5
4,サタンオオカブト,5,6,6,6,6,6,6,6,6
4,サタンオオカブト,6,7,7,7,7,7,7,7,7
4,サタンオオカブト,7,8,8,8,8,8,8,8,8
4,サタンオオカブト,8,9,9,9,9,9,9,9,9
4,サタンオオカブト,9,10,10,10,10,10,10,10,10
4,サタンオオカブト,10,11,11,11,11,11,11,11,11
4,サタンオオカブト,11,12,12,12,12,12,12,12,12
4,サタンオオカブト,12,13,13,13,13,13,13,13,13
4,サタンオオカブト,13,14,14,14,14,14,14,14,14
4,サタンオオカブト,14,15,15,15,15,15,15,15,15
4,サタンオオカブト,15,16,16,16,16,16,16,16,16
4,サタンオオカブト,16,17,17,17,17,17,17,17,17
4,サタンオオカブト,17,18,18,18,18,18,18,18,18
4,サタンオオカブト,18,19,19,19,19,19,19,19,19
4,サタンオオカブト,19,20,20,20,20,20,20,20,20
4,サタンオオカブト,20,21,21,21,21,21,21,21,21
4,サタンオオカブト,21,22,22,22,22,22,22,22,22
4,サタンオオカブト,22,23,23,23,23,23,23,23,23
4,サタンオオカブト,23,24,24,24,24,24,24,24,24
4,サタンオオカブト,24,25,25,25,25,25,25,25,25
4,サタンオオカブト,25,26,26,26,26,26,26,26,26
4,サタンオオカブト,26,27,27,27,27,27,27,27,27
4,サタンオオカブト,27,28,28,28,28,28,28,28,28
4,サタンオオカブト,28,29,29,29,29,29,29,29,29
4,サタンオオカブト,29,30,30,30,30,30,30,30,30
4,サタンオオカブト,30,31,31,31,31,31,31,31,31
4,サタンオオカブト,31,32,32,32,32,32,32,32,32
4,サタンオオカブト,32,33,33,33,33,33,33,33,33
4,サタンオオカブト,33,34,34,34,34,34,34,34,34
4,サタンオオカブト,34,35,35,35,35,35,35,35,35
4,サタンオオカブト,35,36,36,36,36,36,36,36,36
4,サタンオオカブト,36,37,37,37,37,37,37,37,37
4,サタンオオカブト,37,38,38,38,38,38,38,38,38
4,サタンオオカブト,38,39,39,39,39,39,39,39,39
4,サタンオオカブト,39,40,40,40,40,40,40,40,40
4,サタンオオカブト,40,41,41,41,41,41,41,41,41
4,サタンオオカブト,41,42,42,42,42,42,42,42,42
4,サタンオオカブト,42,43,43,43,43,43,43,43,43
4,サタンオオカブト,43,44,44,44,44,44,44,44,44
4,サタンオオカブト,44,45,45,45,45,45,45,45,45
4,サタンオオカブト,45,46,46,46,46,46,46,46,46
4,サタンオオカブト,46,47,47,47,47,47,47,47,47
4,サタンオオカブト,47,48,48,48,48,48,48,48,48
4,サタンオオカブト,48,49,49,49,49,49,49,49,49
4,サタンオオカブト,49,50,50,50,50,50,50,50,50
4,サタンオオカブト,50,51,51,51,51,51,51,51,51
4,サタンオオカブト,51,52,52,52,52,52,52,52,52
4,サタンオオカブト,52,53,53,53,53,53,53,53,53
4,サタンオオカブト,53,54,54,54,54,54,54,54,54
4,サタンオオカブト,54,55,55,55,55,55,55,55,55
4,サタンオオカブト,55,56,56,56,56,56,56,56,56
4,サタンオオカブト,56,57,57,57,57,57,57,57,57
4,サタンオオカブト,57,58,58,58,58,58,58,58,58
4,サタンオオカブト,58,59,59,59,59,59,59,59,59
4,サタンオオカブト,59,60,60,60,60,60,60,60,60
4,サタンオオカブト,60,61,61,61,61,61,61,61,61
4,サタンオオカブト,61,62,62,62,62,62,62,62,62
4,サタンオオカブト,62,63,63,63,63,63,63,63,63
4,サタンオオカブト,63,64,64,64,64,64,64,64,64
4,サタンオオカブト,64,65,65,65,65,65,65,65,65
4,サタンオオカブト,65,66,66,66,66,66,66,66,66
4,サタンオオカブト,66,67,67,67,67,67,67,67,67
4,サタンオオカブト,67,68,68,68,68,68,68,68,68
4,サタンオオカブト,68,69,69,69,69,69,69,69,69
4,サタンオオカブト,69,70,70,70,70,70,70,70,70
4,サタンオオカブト,70,71,71,71,71,71,71,71,71
4,サタンオオカブト,71,72,72,72,72,72,72,72,72
4,サタンオオカブト,72,73,73,73,73,73,73,73,73
4,サタンオオカブト,73,74,74,74,74,74,74,74,74
4,サタンオオカブト,74,75,75,75,75,75,75,75,75
4,サタンオオカブト,75,76,76,76,76,76,76,76,76
4,サタンオオカブト,76,77,77,77,77,77,77,77,77
4,サタンオオカブト,77,78,78,78,78,78,78,78,78
4,サタンオオカブト,78,79,79,79,79,79,79,79,79
4,サタンオオカブト,79,80,80,80,80,80,80,80,80
4,サタンオオカブト,80,81,81,81,81,81,81,81,81
4,サタンオオカブト,81,82,82,82,82,82,82,82,82
4,サタンオオカブト,82,83,83,83,83,83,83,83,83
4,サタンオオカブト,83,84,84,84,84,84,84,84,84
4,サタンオオカブト,84,85,85,85,85,85,85,85,85
4,サタンオオカブト,85,86,86,86,86,86,86,86,86
4,サタンオオカブト,86,87,87,87,87,87,87,87,87
4,サタンオオカブト,87,88,88,88,88,88,88,88,88
4,サタンオオカブト,88,89,89,89,89,89,89,89,89
